,link,title,description
103,/news/2020-04-08/salisbury-councillor-targeted-in-racist-coronavirus-attack/12133078,South Australian councillor spat at in racist COVID-19 attack,A South Australian councillor says she was spat at during a coronavirus-related racist attack as she went to pick up groceries last week.
104,/news/2020-04-08/george-pell-accuser-witness-j-reacts-to-high-court-judgment/12130684,'My journey has been long and I am relieved it is over': George Pell's accuser reacts to cardinal's acquittal,"The former choirboy who accused George Pell of abusing him in the 1990s says he is OK, insisting he is not defined by the case and expressing relief that the High Court's unanimous judgment has brought the process to an end."
105,/news/2020-04-08/women-in-agriculture-show-girls-make-great-farmers/12130138,Father stunned by response after asking for help convincing his daughter that girls are farmers too,Western Australian farmer Ty Fulwood was saddened by the fact that one of his daughters said she wasn't thinking of a future on the land because she was a girl. So he put a call out on Twitter asking for help to change her mind and was stunned by the response.
106,/news/2020-04-08/coronavirus-mail-in-ballots-could-give-trump-election-advantage/12132302,Analysis: One US state just gave us a preview of how Trump could get an advantage in November,"Voters in Wisconsin braved the threat of coronavirus to head to the polls. Federal politicians watched with earnest, gearing up for their own fight about voting rights before November. "
107,/news/2020-04-08/coronavirus-took-over-us-2020-election/12121860,The one big new issue and four other things you missed in US politics,
108,/news/2020-04-08/victorian-magistrate-rodney-higgins-cleared-of-wrongdoing/12133582,Victorian magistrate cleared of wrongdoing over relationship with court clerk,An investigation clears Rodney Higgins of wrongdoing after he was accused by the Shadow Attorney General of lacking judicial independence during his relationship with a young court clerk.
109,/news/2020-04-08/cyclone-harold-batters-vanuatu-heads-for-fiji/12131814,Vanuatu faces 12-month recovery as Cyclone Harold heads for Fiji,"Disaster officials in the small Pacific nation of Vanuatu work around the clock to assess the damage that a category five cyclone caused to remote islands, as Cyclone Harold heads for Fiji. "
110,/news/2020-04-08/jobkeeper-coronavirus-legislation-passes-parliament/12132458,Massive JobKeeper package passes Parliament after Labor amendments fail,The Government's $130 billion package to keep people employed during the coronavirus pandemic passes the Senate after Labor's attempts to broaden its reach fail.
111,/news/2020-04-08/coronavirus-live-updates-covid-19-latest-news-australia-deaths/12131024,Live: Frydenberg lauds 'biggest economic lifeline' in Australia's history but 1.1 million casuals miss out,Federal Treasurer Josh Frydenberg says the 1.1 million casual workers who will miss out on the JobKeeper payments will still have the safety net of the JobSeeker coronavirus supplement to fall back on. Follow live. Follow live.
112,/news/2020-04-08/coronavirus-fines-charges-as-wa-reveals-285-new-police/12133572,"WA police begin coronavirus crackdown as fines, charges issued for quarantine, isolation breaches","Charges and fines are imposed on more than a dozen people accused of failing to self-isolate, while almost 300 new police officers will enforce the state's COVID-19 response."
113,/news/2020-04-08/wa-police-rescue-boy-trapped-in-burning-south-hedland-home/12134542,"'Liam, where are you?': Dramatic footage shows police rush into burning house to save 8yo boy","WA Police officers can be seen pulling a limp, eight-year-old boy from a burning home in the Pilbara, but the child makes a full recovery."
114,/news/2020-04-08/man-coma-with-coronavirus-after-hotel-quarantine-at-crown-perth/12133386,Kenny Watson is fighting for his life after his wife tried for hours to get help in hotel quarantine,A 70-year-old man is in intensive care after his wife's pleas for medical help when he fell ill in hotel quarantine in Perth were unanswered for hours.
115,/news/2020-04-08/coronavirus-data-to-dictate-next-stage-of-australian-response/12132516,Experts set to plan Australia's 'way out' of coronavirus crisis within weeks,"As the country enters its fourth week of physical-distancing measures — resulting in a gradual flattening of the curve — health experts begin contemplating the ""next phase"" of Australia's response to the coronavirus pandemic."
116,/news/2020-04-08/perth-faces-some-of-hottest-easter-weekend-weather-on-record/12134628,Perth faces one of the hottest Easter weekends on record as police urge caution on beaches,Beachgoers are urged to stick to social distancing rules this Easter long weekend with Perth and parts of the South West set to experience potentially record-breaking heat.
117,/news/2020-03-17/coronavirus-cases-data-reveals-how-covid-19-spreads-in-australia/12060704,Charting the coronavirus spread: Growth rate of new cases shows signs of slowdown,Latest figures show that the growth rate of total confirmed COVID-19 cases has fallen significantly from a peak in mid-March.
118,/news/2020-04-08/coronavirus-abf-reveal-late-night-phone-call-about-ruby-princess/12134870,Border Force received concerned phone call hours before Ruby Princess was due to dock,The Australian Border Force confirms it received a phone call from the NSW Port Authority over fears for the health of passengers on the Ruby Princess hours before the cruise ship docked in Sydney.
119,/news/2020-04-08/wuhan-flight-lands-sydney-medical-equipment-coronavirus-covid19/12135016,Wuhan freight flight lands in Australia with tonnes of medical equipment,"A cargo plane from the city where coronavirus first appeared has landed in Sydney carrying 90 tonnes of masks, gowns and ventilators."
120,/news/2020-04-08/wa-coronavirus-testing-expanded-fever-respiratory-infection/12132786,WA announces major expansion in COVID-19 testing starting tomorrow,"Western Australia will significantly increase coronavirus testing starting from tomorrow, with anyone who has had a recent fever or acute respiratory infection now eligible to be checked."
121,/news/2020-04-08/coronavirus-shutdown-sees-crime-rate-drop-in-wa/12132410,"Road toll and crime rates plunge as people stay home, but one type of crime defies the trend","WA Police say there has been a ""definite and distinct"" drop in crime amid the COVID-19 emergency, with statistics down as much as 40 per cent in some parts of the state."
122,/news/2020-04-08/coronavirus-masks-greg-hunt-press-conference/12133106,Here's what we learned from the Health Minister's latest press conference,"Tens of millions of medical masks have entered Australia in recent days, testing for healthcare workers will be expanded, and Australians are being reminded not to neglect their health amid the coronavirus crisis."
123,/news/health/2020-04-08/coronavirus-vaccine-explainer/12132414,We've been told social distancing restrictions will remain until a vaccine. Do we know when that will be?,"The New South Wales Premier says social distancing restrictions will be in place ""until a vaccine is found"". But what exactly goes into developing a vaccine for a new disease? "
124,/news/2020-04-08/india-plans-to-convert-trains-into-hospitals-amid-coronavirus/12126104,They were under lockdown but held an event anyway. Now there are COVID-19 cases all over India,"Empty sport stadiums and train carriages in India are being converted into quarantine centres and makeshift hospitals, as the country prepares for the possibility of hundreds of thousands of people becoming infected with coronavirus."
125,/news/2020-04-08/casual-nurses-facing-centrelink-queue-amid-coronavirus-pandemic/12129310,"As hospitals prepare for the worst of COVID-19, casual nurses are facing the Centrelink queue","There are fears casual and agency nurses could emerge as unexpected additions to the Centrelink queue, with their hours slashed as hospitals prepare for the worst of COVID-19."
126,/news/2020-04-08/coronavirus-update-australia-johnson-trump-jobkeeper-death-toll/12131018,'The needs are increasingly urgent': Twitter CEO donates almost a third of wealth to fight COVID-19,"Twitter founder Jack Dorsey donates $US1 billion to fund global coronavirus relief and other endeavours, Donald Trump threatens to withhold funding for the World Health Organisation, and folk singer John Prine dies from coronavirus complications."
127,/news/2020-04-08/working-from-home-coronavirus-shutdowns-tax-time-deductions/12132712,Australians working from home could be worse off using 80c per hour tax 'shortcut',"Those who have been working from home due to coronavirus are being warned to be cautious about using a new ""shortcut"" to do their tax return as it could result in lower deductions."
128,/news/2020-04-08/george-pell-accuser-witness-j-reacts-to-high-court-judgment/12130684,'My journey has been long and I am relieved it is over': George Pell's accuser reacts to cardinal's acquittal,"The former choirboy who accused George Pell of abusing him in the 1990s says he is OK, insisting he is not defined by the case and expressing relief that the High Court's unanimous judgment has brought the process to an end."
129,"/news/2020-04-08/coronavirus-could-cause-240,000-deaths-in-indonesia/12131778",Opinion: The Indonesian Government has a mess on its hands — one largely of its own making,"Almost no-one thinks Indonesia is handling coronavirus well and many experts fear the country is now on the brink of a health disaster, write Tim Lindsey and Tim Mann."
130,/news/2020-04-08/coronavirus-travel-cancellations-gym-membership-refunds/12132710,Had your holiday cancelled or 'freeze' fees added to your gym membership? Here's what to do,The consumer watchdog's been inundated with complaints from people about everything from flight cancellations to new fees being charged by gyms and supermarket price hikes. We take a look at the latest advice and how it might affect you.
131,/news/2020-04-08/gp-office-manager-who-became-sanitiser-supplier-to-thousands/12128906,Meet the frustrated GP office managers who took the sanitiser shortage into their own hands,"In two months, Anna Davidson has gone from being a frustrated GP office manager who couldn't get her hands on any sanitiser, to the mastermind behind a nationwide supply of the product."
132,/news/2020-04-08/pink-supermoon-to-break-coronavirus-monotony/12133320,Pink supermoon just what the coronavirus lockdown doctor ordered,"A so-called pink supermoon will be in southern hemisphere skies tonight, right in time to break that lockdown monotony and give you an excuse to step outside — at a socially safe distance, of course."
133,/news/2020-04-08/victorian-magistrate-rodney-higgins-cleared-of-wrongdoing/12133582,Victorian magistrate cleared of wrongdoing over relationship with court clerk,An investigation clears Rodney Higgins of wrongdoing after he was accused by the Shadow Attorney General of lacking judicial independence during his relationship with a young court clerk.
134,/news/2020-04-08/coronavirus-jk-rowling-breathing-technique-debunked/12134128,Analysis: JK Rowling's coronavirus 'cure' has been debunked — it could make things worse,"Harry Potter author JK Rowling says a breathing technique has helped her coronavirus-like respiratory symptoms, a claim that has been widely reported and shared on social media. But does it stand up?"
135,/news/2020-04-08/salisbury-councillor-targeted-in-racist-coronavirus-attack/12133078,South Australian councillor spat at in racist COVID-19 attack,A South Australian councillor says she was spat at during a coronavirus-related racist attack as she went to pick up groceries last week.
136,/news/2020-04-08/women-in-agriculture-show-girls-make-great-farmers/12130138,Father stunned by response after asking for help convincing his daughter that girls are farmers too,Western Australian farmer Ty Fulwood was saddened by the fact that one of his daughters said she wasn't thinking of a future on the land because she was a girl. So he put a call out on Twitter asking for help to change her mind and was stunned by the response.
137,/news/2020-04-08/jobkeeper-coronavirus-legislation-passes-parliament/12132458,Massive JobKeeper package passes Parliament after Labor amendments fail,The Government's $130 billion package to keep people employed during the coronavirus pandemic passes the Senate after Labor's attempts to broaden its reach fail.
138,/news/2020-04-08/coronavirus-live-updates-covid-19-latest-news-australia-deaths/12131024,Live: Frydenberg lauds 'biggest economic lifeline' in Australia's history but 1.1 million casuals miss out,Federal Treasurer Josh Frydenberg says the 1.1 million casual workers who will miss out on the JobKeeper payments will still have the safety net of the JobSeeker coronavirus supplement to fall back on. Follow live. Follow live.
139,/news/2020-04-08/coronavirus-data-to-dictate-next-stage-of-australian-response/12132516,Experts set to plan Australia's 'way out' of coronavirus crisis within weeks,"As the country enters its fourth week of physical-distancing measures — resulting in a gradual flattening of the curve — health experts begin contemplating the ""next phase"" of Australia's response to the coronavirus pandemic."
140,/news/2020-03-17/coronavirus-cases-data-reveals-how-covid-19-spreads-in-australia/12060704,Charting the coronavirus spread: Growth rate of new cases shows signs of slowdown,Latest figures show that the growth rate of total confirmed COVID-19 cases has fallen significantly from a peak in mid-March.
141,/news/2020-04-08/coronavirus-abf-reveal-late-night-phone-call-about-ruby-princess/12134870,Border Force received concerned phone call hours before Ruby Princess was due to dock,The Australian Border Force confirms it received a phone call from the NSW Port Authority over fears for the health of passengers on the Ruby Princess hours before the cruise ship docked in Sydney.
142,/news/2020-04-08/south-australia-records-second-coronavirus-death/12131992,SA records second death from coronavirus as cases jump to 420,"A 62-year-old woman who was a passenger on the Ruby Princess cruise ship becomes the second person to die from coronavirus in South Australia, health authorities have confirmed."
143,/news/2020-04-08/sa-mp-sam-duluk-to-face-assault-charge/12134802,SA MP Sam Duluk to face assault charge,"Embattled state MP Sam Duluk will be summonsed to appear in court, facing one count of basic assault, after allegedly being involved in inappropriate behaviour at a parliamentary Christmas party in December."
144,/news/2020-04-08/salisbury-councillor-targeted-in-racist-coronavirus-attack/12133078,South Australian councillor spat at in racist COVID-19 attack,A South Australian councillor says she was spat at during a coronavirus-related racist attack as she went to pick up groceries last week.
145,/news/2020-04-08/wuhan-flight-lands-sydney-medical-equipment-coronavirus-covid19/12135016,Wuhan freight flight lands in Australia with tonnes of medical equipment,"A cargo plane from the city where coronavirus first appeared has landed in Sydney carrying 90 tonnes of masks, gowns and ventilators."
146,/news/2020-04-08/coronavirus-masks-greg-hunt-press-conference/12133106,Here's what we learned from the Health Minister's latest press conference,"Tens of millions of medical masks have entered Australia in recent days, testing for healthcare workers will be expanded, and Australians are being reminded not to neglect their health amid the coronavirus crisis."
147,/news/2020-04-08/man-coma-with-coronavirus-after-hotel-quarantine-at-crown-perth/12133386,Kenny Watson is fighting for his life after his wife tried for hours to get help in hotel quarantine,A 70-year-old man is in intensive care after his wife's pleas for medical help when he fell ill in hotel quarantine in Perth were unanswered for hours.
148,/news/health/2020-04-08/coronavirus-vaccine-explainer/12132414,We've been told social distancing restrictions will remain until a vaccine. Do we know when that will be?,"The New South Wales Premier says social distancing restrictions will be in place ""until a vaccine is found"". But what exactly goes into developing a vaccine for a new disease? "
149,/news/2020-04-08/year-12s-will-graduate-in-south-australia-despite-pandemic/12132156,"Year 12s to graduate in 'business as usual', as SA schools adopt one-model learning","Year 12 students will be able to graduate this year despite the coronavirus shutdown, South Australia's Education Minister says, reassuring them they will not need to return to do year 13 in 2021."
150,/news/2020-04-08/wa-police-rescue-boy-trapped-in-burning-south-hedland-home/12134542,"'Liam, where are you?': Dramatic footage shows police rush into burning house to save 8yo boy","WA Police officers can be seen pulling a limp, eight-year-old boy from a burning home in the Pilbara, but the child makes a full recovery."
151,/news/2020-04-08/pink-supermoon-to-break-coronavirus-monotony/12133320,Pink supermoon just what the coronavirus lockdown doctor ordered,"A so-called pink supermoon will be in southern hemisphere skies tonight, right in time to break that lockdown monotony and give you an excuse to step outside — at a socially safe distance, of course."
152,/news/2020-04-08/nt-police-officer-suspended-over-yuendumu-shooting-singlet/12134844,Northern Territory police officer suspended for 'disgraceful' Yuendumu shooting singlet,A police officer in the Northern Territory is suspended without pay following an internal investigation into the creation of a singlet referencing last November's fatal shooting in Yuendumu.
153,/news/2020-04-08/working-from-home-coronavirus-shutdowns-tax-time-deductions/12132712,Australians working from home could be worse off using 80c per hour tax 'shortcut',"Those who have been working from home due to coronavirus are being warned to be cautious about using a new ""shortcut"" to do their tax return as it could result in lower deductions."
154,"/news/2020-04-08/coronavirus-could-cause-240,000-deaths-in-indonesia/12131778",Opinion: The Indonesian Government has a mess on its hands — one largely of its own making,"Almost no-one thinks Indonesia is handling coronavirus well and many experts fear the country is now on the brink of a health disaster, write Tim Lindsey and Tim Mann."
155,/news/2020-04-08/coronavirus-travel-cancellations-gym-membership-refunds/12132710,Had your holiday cancelled or 'freeze' fees added to your gym membership? Here's what to do,The consumer watchdog's been inundated with complaints from people about everything from flight cancellations to new fees being charged by gyms and supermarket price hikes. We take a look at the latest advice and how it might affect you.
156,/triplej/programs/hack/coronavirus-covid19-how-australia-is-paying-for-welfare/12133292,How come Australia suddenly has billions of dollars to pay for welfare?,"If you're in your 20s, paying off the national debt incurred through coronavirus welfare could define a large part of your life. Or it may not. The pandemic is overturning long-standing economic theories, including the idea that responsible government means reducing the national debt."
157,/news/2020-04-08/coronavirus-update-australia-johnson-trump-jobkeeper-death-toll/12131018,'The needs are increasingly urgent': Twitter CEO donates almost a third of wealth to fight COVID-19,"Twitter founder Jack Dorsey donates $US1 billion to fund global coronavirus relief and other endeavours, Donald Trump threatens to withhold funding for the World Health Organisation, and folk singer John Prine dies from coronavirus complications."
158,/news/2020-04-08/india-plans-to-convert-trains-into-hospitals-amid-coronavirus/12126104,They were under lockdown but held an event anyway. Now there are COVID-19 cases all over India,"Empty sport stadiums and train carriages in India are being converted into quarantine centres and makeshift hospitals, as the country prepares for the possibility of hundreds of thousands of people becoming infected with coronavirus."
159,/news/2020-04-08/gp-office-manager-who-became-sanitiser-supplier-to-thousands/12128906,Meet the frustrated GP office managers who took the sanitiser shortage into their own hands,"In two months, Anna Davidson has gone from being a frustrated GP office manager who couldn't get her hands on any sanitiser, to the mastermind behind a nationwide supply of the product."
160,/news/2020-04-08/victorian-magistrate-rodney-higgins-cleared-of-wrongdoing/12133582,Victorian magistrate cleared of wrongdoing over relationship with court clerk,An investigation clears Rodney Higgins of wrongdoing after he was accused by the Shadow Attorney General of lacking judicial independence during his relationship with a young court clerk.
161,/news/2020-04-08/jobkeeper-coronavirus-legislation-passes-parliament/12132458,Massive JobKeeper package passes Parliament after Labor amendments fail,The Government's $130 billion package to keep people employed during the coronavirus pandemic passes the Senate after Labor's attempts to broaden its reach fail.
162,/news/2020-04-08/coronavirus-live-updates-covid-19-latest-news-australia-deaths/12131024,Live: Frydenberg lauds 'biggest economic lifeline' in Australia's history but 1.1 million casuals miss out,Federal Treasurer Josh Frydenberg says the 1.1 million casual workers who will miss out on the JobKeeper payments will still have the safety net of the JobSeeker coronavirus supplement to fall back on. Follow live. Follow live.
163,/news/2020-04-08/coronavirus-data-to-dictate-next-stage-of-australian-response/12132516,Experts set to plan Australia's 'way out' of coronavirus crisis within weeks,"As the country enters its fourth week of physical-distancing measures — resulting in a gradual flattening of the curve — health experts begin contemplating the ""next phase"" of Australia's response to the coronavirus pandemic."
164,/news/2020-04-08/coronavirus-staycations-are-ok-according-to-act-government/12132054,"If you're going crazy at home, take a staycation in Canberra — the Government says it's OK","In surprising news, the ACT Government confirms that 'staycation' packages are not banned in Canberra, giving locals the green light to take up hotel offers over the long weekend."
165,/news/2020-04-08/coronavirus-masks-greg-hunt-press-conference/12133106,Here's what we learned from the Health Minister's latest press conference,"Tens of millions of medical masks have entered Australia in recent days, testing for healthcare workers will be expanded, and Australians are being reminded not to neglect their health amid the coronavirus crisis."
166,/news/2020-04-08/wuhan-flight-lands-sydney-medical-equipment-coronavirus-covid19/12135016,Wuhan freight flight lands in Australia with tonnes of medical equipment,"A cargo plane from the city where coronavirus first appeared has landed in Sydney carrying 90 tonnes of masks, gowns and ventilators."
167,/news/health/2020-04-08/coronavirus-vaccine-explainer/12132414,We've been told social distancing restrictions will remain until a vaccine. Do we know when that will be?,"The New South Wales Premier says social distancing restrictions will be in place ""until a vaccine is found"". But what exactly goes into developing a vaccine for a new disease? "
168,/news/2020-04-08/india-plans-to-convert-trains-into-hospitals-amid-coronavirus/12126104,They were under lockdown but held an event anyway. Now there are COVID-19 cases all over India,"Empty sport stadiums and train carriages in India are being converted into quarantine centres and makeshift hospitals, as the country prepares for the possibility of hundreds of thousands of people becoming infected with coronavirus."
169,/news/2020-03-17/coronavirus-cases-data-reveals-how-covid-19-spreads-in-australia/12060704,Charting the coronavirus spread: Growth rate of new cases shows signs of slowdown,Latest figures show that the growth rate of total confirmed COVID-19 cases has fallen significantly from a peak in mid-March.
170,/news/2020-04-08/working-from-home-coronavirus-shutdowns-tax-time-deductions/12132712,Australians working from home could be worse off using 80c per hour tax 'shortcut',"Those who have been working from home due to coronavirus are being warned to be cautious about using a new ""shortcut"" to do their tax return as it could result in lower deductions."
171,"/news/2020-04-08/coronavirus-could-cause-240,000-deaths-in-indonesia/12131778",Opinion: The Indonesian Government has a mess on its hands — one largely of its own making,"Almost no-one thinks Indonesia is handling coronavirus well and many experts fear the country is now on the brink of a health disaster, write Tim Lindsey and Tim Mann."
172,/news/2020-04-08/pink-supermoon-to-break-coronavirus-monotony/12133320,Pink supermoon just what the coronavirus lockdown doctor ordered,"A so-called pink supermoon will be in southern hemisphere skies tonight, right in time to break that lockdown monotony and give you an excuse to step outside — at a socially safe distance, of course."
173,/news/2020-04-08/man-coma-with-coronavirus-after-hotel-quarantine-at-crown-perth/12133386,Kenny Watson is fighting for his life after his wife tried for hours to get help in hotel quarantine,A 70-year-old man is in intensive care after his wife's pleas for medical help when he fell ill in hotel quarantine in Perth were unanswered for hours.
174,/news/2020-04-08/coronavirus-jk-rowling-breathing-technique-debunked/12134128,Analysis: JK Rowling's coronavirus 'cure' has been debunked — it could make things worse,"Harry Potter author JK Rowling says a breathing technique has helped her coronavirus-like respiratory symptoms, a claim that has been widely reported and shared on social media. But does it stand up?"
175,/triplej/programs/hack/coronavirus-covid19-how-australia-is-paying-for-welfare/12133292,How come Australia suddenly has billions of dollars to pay for welfare?,"If you're in your 20s, paying off the national debt incurred through coronavirus welfare could define a large part of your life. Or it may not. The pandemic is overturning long-standing economic theories, including the idea that responsible government means reducing the national debt."
176,/news/2020-04-08/wa-police-rescue-boy-trapped-in-burning-south-hedland-home/12134542,"'Liam, where are you?': Dramatic footage shows police rush into burning house to save 8yo boy","WA Police officers can be seen pulling a limp, eight-year-old boy from a burning home in the Pilbara, but the child makes a full recovery."
177,/news/2020-04-08/coronavirus-travel-cancellations-gym-membership-refunds/12132710,Had your holiday cancelled or 'freeze' fees added to your gym membership? Here's what to do,The consumer watchdog's been inundated with complaints from people about everything from flight cancellations to new fees being charged by gyms and supermarket price hikes. We take a look at the latest advice and how it might affect you.
178,/news/2020-04-08/coronavirus-update-australia-johnson-trump-jobkeeper-death-toll/12131018,'The needs are increasingly urgent': Twitter CEO donates almost a third of wealth to fight COVID-19,"Twitter founder Jack Dorsey donates $US1 billion to fund global coronavirus relief and other endeavours, Donald Trump threatens to withhold funding for the World Health Organisation, and folk singer John Prine dies from coronavirus complications."
179,/news/2020-04-08/victorian-magistrate-rodney-higgins-cleared-of-wrongdoing/12133582,Victorian magistrate cleared of wrongdoing over relationship with court clerk,An investigation clears Rodney Higgins of wrongdoing after he was accused by the Shadow Attorney General of lacking judicial independence during his relationship with a young court clerk.
180,/news/2020-04-08/women-in-agriculture-show-girls-make-great-farmers/12130138,Father stunned by response after asking for help convincing his daughter that girls are farmers too,Western Australian farmer Ty Fulwood was saddened by the fact that one of his daughters said she wasn't thinking of a future on the land because she was a girl. So he put a call out on Twitter asking for help to change her mind and was stunned by the response.
181,/news/2020-04-08/tasmania-coronavirus-cases-rise-to-107/12134200,Tasmania's coronavirus cases jump to more than 100,"On the day Tasmanian's north-west coast residents are warned their behaviour will be monitored in the midst of a local coronavirus outbreak, the state's confirmed cases rise by nine to 107."
182,/news/2020-04-08/jobkeeper-coronavirus-legislation-passes-parliament/12132458,Massive JobKeeper package passes Parliament after Labor amendments fail,The Government's $130 billion package to keep people employed during the coronavirus pandemic passes the Senate after Labor's attempts to broaden its reach fail.
183,/news/2020-04-08/coronavirus-live-updates-covid-19-latest-news-australia-deaths/12131024,Live: Frydenberg lauds 'biggest economic lifeline' in Australia's history but 1.1 million casuals miss out,Federal Treasurer Josh Frydenberg says the 1.1 million casual workers who will miss out on the JobKeeper payments will still have the safety net of the JobSeeker coronavirus supplement to fall back on. Follow live. Follow live.
184,/news/2020-04-08/coronavirus-data-to-dictate-next-stage-of-australian-response/12132516,Experts set to plan Australia's 'way out' of coronavirus crisis within weeks,"As the country enters its fourth week of physical-distancing measures — resulting in a gradual flattening of the curve — health experts begin contemplating the ""next phase"" of Australia's response to the coronavirus pandemic."
185,/news/2020-03-17/coronavirus-cases-data-reveals-how-covid-19-spreads-in-australia/12060704,Charting the coronavirus spread: Growth rate of new cases shows signs of slowdown,Latest figures show that the growth rate of total confirmed COVID-19 cases has fallen significantly from a peak in mid-March.
186,/news/2020-04-08/coronavirus-abf-reveal-late-night-phone-call-about-ruby-princess/12134870,Border Force received concerned phone call hours before Ruby Princess was due to dock,The Australian Border Force confirms it received a phone call from the NSW Port Authority over fears for the health of passengers on the Ruby Princess hours before the cruise ship docked in Sydney.
187,/news/health/2020-04-08/coronavirus-vaccine-explainer/12132414,We've been told social distancing restrictions will remain until a vaccine. Do we know when that will be?,"The New South Wales Premier says social distancing restrictions will be in place ""until a vaccine is found"". But what exactly goes into developing a vaccine for a new disease? "
188,/news/2020-04-08/wuhan-flight-lands-sydney-medical-equipment-coronavirus-covid19/12135016,Wuhan freight flight lands in Australia with tonnes of medical equipment,"A cargo plane from the city where coronavirus first appeared has landed in Sydney carrying 90 tonnes of masks, gowns and ventilators."
189,/news/2020-04-08/coronavirus-masks-greg-hunt-press-conference/12133106,Here's what we learned from the Health Minister's latest press conference,"Tens of millions of medical masks have entered Australia in recent days, testing for healthcare workers will be expanded, and Australians are being reminded not to neglect their health amid the coronavirus crisis."
190,/news/2020-04-08/man-coma-with-coronavirus-after-hotel-quarantine-at-crown-perth/12133386,Kenny Watson is fighting for his life after his wife tried for hours to get help in hotel quarantine,A 70-year-old man is in intensive care after his wife's pleas for medical help when he fell ill in hotel quarantine in Perth were unanswered for hours.
191,/news/2020-04-08/working-from-home-coronavirus-shutdowns-tax-time-deductions/12132712,Australians working from home could be worse off using 80c per hour tax 'shortcut',"Those who have been working from home due to coronavirus are being warned to be cautious about using a new ""shortcut"" to do their tax return as it could result in lower deductions."
192,/news/2020-04-08/william-tyrrell-detective-gary-jubelin-sentenced/12133594,Tyrrell detective sentenced over illegal recordings of person of interest,"Former NSW detective Gary Jubelin is fined $2,500 for each of his four counts in relation to recording person of interest Paul Savage on a mobile phone in 2017 and 2018."
193,/news/2020-04-08/gp-office-manager-who-became-sanitiser-supplier-to-thousands/12128906,Meet the frustrated GP office managers who took the sanitiser shortage into their own hands,"In two months, Anna Davidson has gone from being a frustrated GP office manager who couldn't get her hands on any sanitiser, to the mastermind behind a nationwide supply of the product."
194,/news/2020-04-08/wa-police-rescue-boy-trapped-in-burning-south-hedland-home/12134542,"'Liam, where are you?': Dramatic footage shows police rush into burning house to save 8yo boy","WA Police officers can be seen pulling a limp, eight-year-old boy from a burning home in the Pilbara, but the child makes a full recovery."
195,/news/2020-04-08/george-pell-accuser-witness-j-reacts-to-high-court-judgment/12130684,'My journey has been long and I am relieved it is over': George Pell's accuser reacts to cardinal's acquittal,"The former choirboy who accused George Pell of abusing him in the 1990s says he is OK, insisting he is not defined by the case and expressing relief that the High Court's unanimous judgment has brought the process to an end."
196,/news/2020-04-08/new-glamorgan-council-boss-ian-pearce-resigns/12130748,Glamorgan Spring Bay council boss quits two weeks into job,"Ian Pearce's resignation is the latest to plague a small east coast council, blaming his speedy exit on age, health concerns and union harassment."
197,"/news/2020-04-08/coronavirus-could-cause-240,000-deaths-in-indonesia/12131778",Opinion: The Indonesian Government has a mess on its hands — one largely of its own making,"Almost no-one thinks Indonesia is handling coronavirus well and many experts fear the country is now on the brink of a health disaster, write Tim Lindsey and Tim Mann."
198,/news/2020-04-08/pink-supermoon-to-break-coronavirus-monotony/12133320,Pink supermoon just what the coronavirus lockdown doctor ordered,"A so-called pink supermoon will be in southern hemisphere skies tonight, right in time to break that lockdown monotony and give you an excuse to step outside — at a socially safe distance, of course."
199,/news/2020-04-08/victorian-magistrate-rodney-higgins-cleared-of-wrongdoing/12133582,Victorian magistrate cleared of wrongdoing over relationship with court clerk,An investigation clears Rodney Higgins of wrongdoing after he was accused by the Shadow Attorney General of lacking judicial independence during his relationship with a young court clerk.
200,/triplej/programs/hack/coronavirus-covid19-how-australia-is-paying-for-welfare/12133292,How come Australia suddenly has billions of dollars to pay for welfare?,"If you're in your 20s, paying off the national debt incurred through coronavirus welfare could define a large part of your life. Or it may not. The pandemic is overturning long-standing economic theories, including the idea that responsible government means reducing the national debt."
201,/news/2020-04-08/coronavirus-roger-federer-gives-tennis-lesson-on-social-media/12133464,Roger Federer gives social media tennis lesson while self-isolating during coronavirus pandemic,"Professional tennis is on hold because of the coronavirus pandemic, but that does not stop 20-time major singles champion Roger Federer reaching out to his legion of fans with a bit of friendly advice on how to improve their game while stuck at home."
202,/news/2020-04-08/coronavirus-mail-in-ballots-could-give-trump-election-advantage/12132302,Analysis: One US state just gave us a preview of how Trump could get an advantage in November,"Voters in Wisconsin braved the threat of coronavirus to head to the polls. Federal politicians watched with earnest, gearing up for their own fight about voting rights before November. "
203,/news/2020-04-08/coronavirus-took-over-us-2020-election/12121860,The one big new issue and four other things you missed in US politics,
204,/news/2020-04-08/coronavirus-travel-cancellations-gym-membership-refunds/12132710,Had your holiday cancelled or 'freeze' fees added to your gym membership? Here's what to do,The consumer watchdog's been inundated with complaints from people about everything from flight cancellations to new fees being charged by gyms and supermarket price hikes. We take a look at the latest advice and how it might affect you.
205,/news/2020-04-08/salisbury-councillor-targeted-in-racist-coronavirus-attack/12133078,South Australian councillor spat at in racist COVID-19 attack,A South Australian councillor says she was spat at during a coronavirus-related racist attack as she went to pick up groceries last week.
206,/news/2020-04-08/women-in-agriculture-show-girls-make-great-farmers/12130138,Father stunned by response after asking for help convincing his daughter that girls are farmers too,Western Australian farmer Ty Fulwood was saddened by the fact that one of his daughters said she wasn't thinking of a future on the land because she was a girl. So he put a call out on Twitter asking for help to change her mind and was stunned by the response.
